id,category,app,official_hint,what_it_does,auth_methods,self_serve_or_gated,api_surface,api_breadth,mcp,buildability,main_blocker,evidence_url,confidence,agent_source,verification_status,verification_notes
25,Communications and Messaging,Pumble,pumble.com,"Pumble is a team communication platform that allows sending messages, reactions, and other interactions via an API.",token,Self-serve,REST,Unknown,Yes,Yes,None,https://docs.pumble.com/,High,https://www.bing.com/aclick?ld=e8GjhrLD9S33VEsP5Z4PKBMjVUCUzQKED3FYtxPI5RHCrvAiiB7dkSqhyCkwMxx00jvEBn01CMlMdLFZvN9ORRgxWTtpVqy42fD3k7XTuUrBqMeSK45DXL44EMr5TuHP0tQjLGm5F_A2TUUy9qWXndQfZbCfCQHXsKrgdaSyu5dgl-lwwvrMjtrtyMtNYBY0shATpE3MvyE7zyKaEohnZrLXO-aO0&u=aHR0cHMlM2ElMmYlMmZtb25pdG9yLmx1bmlvLmFpJTJmdjMuMCUyZnRlbXBsYXRlJTNmYWNjaWQlM2QxNjg5NiUyNnVybGRlY29kZSUzZDElMjZrdyUzZHNlY3VyZSUyNTIwYXBpJTI2bXQlM2RwJTI2bnclM2RvJTI2Y3BuJTNkNDI4MzI5MjQwJTI2ZGV2aSUzZGMlMjZkZXZtJTNkJTI2bG9jcCUzZDE1NTE1NiUyNmxvY2klM2QlMjZwbCUzZCUyNmNyJTNkJTI2YWRwJTNkJTI2c2FkdCUzZCUyNnVybCUzZGh0dHBzJTI1M0ElMjUyRiUyNTJGd3d3LmRhdGFkb2docS5jb20lMjUyRmRnJTI1MkZzZWN1cml0eSUyNTJGc2VjdXJlLWFwaS1hY2Nlc3MlMjUyRiUyNTNGdXRtX3NvdXJjZSUyNTNEYmluZyUyNTI2dXRtX21lZGl1bSUyNTNEcGFpZC1zZWFyY2glMjUyNnV0bV9jYW1wYWlnbiUyNTNEZGctc2VjdXJpdHktbmEtdW5hdXRob3JpemVkYWNjZXNzJTI1MjZ1dG1fa2V5d29yZCUyNTNEc2VjdXJlJTI1MjUyMGFwaSUyNTI2dXRtX21hdGNodHlwZSUyNTNEcCUyNTI2aWdhYWclMjUzRDEzMTA2MTgyMzA5OTA0OTQlMjUyNmlnYWF0JTI1M0QlMjUyNmlnYWNtJTI1M0Q0MjgzMjkyNDAlMjUyNmlnYWNyJTI1M0QlMjUyNmlnYWt3JTI1M0RzZWN1cmUlMjUyNTIwYXBpJTI1MjZpZ2FtdCUyNTNEcCUyNTI2aWdhbnQlMjUzRG8lMjUyNnV0bV9jYW1wYWlnbmlkJTI1M0Q0MjgzMjkyNDAlMjUyNnV0bV9hZGdyb3VwaWQlMjUzRDEzMTA2MTgyMzA5OTA0OTQlMjZtc2Nsa2lkJTNkYzBkNzU3ZDI2NTgzMWRmYTdjMDczZDYyODczMGFlNTc&rlid=c0d757d265831dfa7c073d628730ae57 | https://pumble.com/help/integrations/automation-workflow-integrations/api-keys-integration/ | https://docs.pumble.com/ | https://www.bing.com/aclick?ld=e8LT9ZpZQ0GBwVHPHy2GqWNDVUCUxwPLqSykRt6p5weN0oNprCqJ_NhVCCMC_N9CbRgmLNJK6g1Poy2RFVAd2MBKW8GXS8DVyho0OkW2oGMD9G_iYhD8vhuws2gc84XorAoQcHVcLS-czHH_gN6hLuP6QZFNvM6KO8JkDxAbaBt4y6RfngElIfg3IGs6qPlqWS9ozLF6mrOUET6BFu_teDYItduow&u=aHR0cHMlM2ElMmYlMmZ3d3cuZ3Jhdml0ZWUuaW8lMmZwbGF0Zm9ybSUyZmFwaS1kZXZlbG9wZXItcG9ydGFsJTNmaHN0a19jcmVhdGl2ZSUzZCUyNmhzdGtfY2FtcGFpZ24lM2Q1NzA4OTM5MTUlMjZoc3RrX25ldHdvcmslM2Rnb29nbGVBZHMlMjZ1dG1faWQlM2Q1NzA4OTM5MTUlMjZoc2FfYWNjJTNkNDAwNjI4NDc5NCUyNmhzYV9jYW0lM2Q1NzA4OTM5MTUlMjZoc2FfZ3JwJTNkMTE3OTc3ODA4NDY2NjI3OSUyNmhzYV9hZCUzZCUyNmhzYV9zcmMlM2RvJTI2aHNhX3RndCUzZGt3ZC03MzczNjYwNDM2MjkyNyUzYWxvYy05MCUyNmhzYV9rdyUzZGFwaSUyNTIwZGV2ZWxvcGVyJTI1MjBwb3J0YWwlMjZoc2FfbXQlM2RwJTI2aHNhX25ldCUzZGFkd29yZHMlMjZoc2FfdmVyJTNkMyUyNm1zY2xraWQlM2Q5NzM2ZDZlMjE0YTIxN2M0MmU4YWJjNTJmNjE1ODYwYiUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV9jYW1wYWlnbiUzZFNNJTI1MjAlMjU3QyUyNTIwTVNBJTI1MjAlMjU3QyUyNTIwQVBBQyUyNTIwJTI1N0MlMjUyMEluZGlhJTI1MjAlMjUyNiUyNTIwVUFFJTI1MjAlMjU3QyUyNTIwQVBJTSUyNTIwLVAlMjZ1dG1fdGVybSUzZGFwaSUyNTIwZGV2ZWxvcGVyJTI1MjBwb3J0YWwlMjZ1dG1fY29udGVudCUzZERldmVsb3BtZW50JTI1MjBQb3J0YWw&rlid=9736d6e214a217c42e8abc52f615860b | https://pumble.com/help/integrations/automation-workflow-integrations/how-to-use-the-pumble-mcp-server/,Unverified,
26,Communications and Messaging,Discord,discord.com,"Discord is a communications and messaging platform that allows users to build games, experiences, and integrations for millions of users.",Unknown,Unknown,REST,Unknown,Unknown,Yes,Unknown,https://docs.discord.com/developers/reference,Medium,https://docs.discord.com/developers/reference | https://discord.com/developers/home | https://discord.com/developers/developer-portal,Unverified,
27,Communications and Messaging,Telegram,core.telegram.org,Telegram is a communications and messaging platform that provides APIs for developers to build messaging applications.,token,Self-serve,REST,Broad,Unknown,Yes,None,https://core.telegram.org/api/auth,Medium,https://core.telegram.org/api/auth | https://core.telegram.org/ | https://core.telegram.org/api/obtaining_api_id | https://core.telegram.org/gateway/api | https://core.telegram.org/mtproto,Unverified,
28,Communications and Messaging,WhatsApp Business,developers.facebook.com/docs/whatsapp,Business messaging platform for programmatic customer messaging through the WhatsApp Business Platform and Cloud API.,token,Self-serve,"REST, Webhooks",Broad,Unknown,Partial,"Requires Meta business portfolio/WABA, phone-number setup, permissions, and access-token configuration.",https://developers.facebook.com/docs/whatsapp/cloud-api/overview,Low,https://developers.facebook.com/docs/whatsapp/cloud-api/overview,Verified,Manually/document verified against official source.
29,Communications and Messaging,Aircall,aircall.io,Aircall is a cloud-based phone system that provides voice and messaging integration for businesses.,"API key, OAuth2",Self-serve,REST,Moderate,Unknown,Yes,None,https://developers.aircall.io/api-references,High,https://www.bing.com/aclick?ld=e8giWwNptVh2nEzGJGO74QKDVUCUyYDTpL2HFdcqPka-F3jaB1wUlR06cZFTwk5963X1iqdvRNIcM4azF7yg6Jv_-l-aA7NcaJYlxq0T-4dEYzqDJpP5ceJyyj_0RnnlcrX3KFd6IR18q8yEQ3rdeAbjxz1TStVj2fHrXeHMZYU5sR0rCD3o5xQ_nQ-qjQIUocZ6RFfCsnmy66_o2yMdw6IcE4VGA&u=aHR0cHMlM2ElMmYlMmZtb25pdG9yLmx1bmlvLmFpJTJmdjMuMCUyZnRlbXBsYXRlJTNmYWNjaWQlM2QxNjg5NiUyNnVybGRlY29kZSUzZDElMjZrdyUzZHNlY3VyZSUyNTIwYXBpJTI2bXQlM2RwJTI2bnclM2RvJTI2Y3BuJTNkNDI4MzI5MjQwJTI2ZGV2aSUzZGMlMjZkZXZtJTNkJTI2bG9jcCUzZDE1NTE1NiUyNmxvY2klM2QlMjZwbCUzZCUyNmNyJTNkJTI2YWRwJTNkJTI2c2FkdCUzZCUyNnVybCUzZGh0dHBzJTI1M0ElMjUyRiUyNTJGd3d3LmRhdGFkb2docS5jb20lMjUyRmRnJTI1MkZzZWN1cml0eSUyNTJGc2VjdXJlLWFwaS1hY2Nlc3MlMjUyRiUyNTNGdXRtX3NvdXJjZSUyNTNEYmluZyUyNTI2dXRtX21lZGl1bSUyNTNEcGFpZC1zZWFyY2glMjUyNnV0bV9jYW1wYWlnbiUyNTNEZGctc2VjdXJpdHktbmEtdW5hdXRob3JpemVkYWNjZXNzJTI1MjZ1dG1fa2V5d29yZCUyNTNEc2VjdXJlJTI1MjUyMGFwaSUyNTI2dXRtX21hdGNodHlwZSUyNTNEcCUyNTI2aWdhYWclMjUzRDEzMTA2MTgyMzA5OTA0OTQlMjUyNmlnYWF0JTI1M0QlMjUyNmlnYWNtJTI1M0Q0MjgzMjkyNDAlMjUyNmlnYWNyJTI1M0QlMjUyNmlnYWt3JTI1M0RzZWN1cmUlMjUyNTIwYXBpJTI1MjZpZ2FtdCUyNTNEcCUyNTI2aWdhbnQlMjUzRG8lMjUyNnV0bV9jYW1wYWlnbmlkJTI1M0Q0MjgzMjkyNDAlMjUyNnV0bV9hZGdyb3VwaWQlMjUzRDEzMTA2MTgyMzA5OTA0OTQlMjZtc2Nsa2lkJTNkZmI1NTRjNDliMzdjMWM5NjdiNjEyNmY5NTA5MDgxOTY&rlid=fb554c49b37c1c967b6126f950908196 | https://developers.aircall.io/api-references | https://developer.aircall.io/docs/basic-authentication | https://developer.aircall.io/docs/your-first-api-call | https://developer.aircall.io/,Unverified,
30,Communications and Messaging,Vonage,developer.vonage.com,Vonage provides APIs and SDKs for building communication and security experiences.,token,Self-serve,REST,Broad,Yes,Yes,None,https://developer.vonage.com/en/getting-started/concepts/authentication,High,https://www.bing.com/aclick?ld=e8X1aY_68Dm7dLKLiF-rd-fTVUCUy_ii-EMl9Nw8SHmbmRK-Y4Prc7Z862EqU0VoSAePrcMcAvFBX077APzhEz3u80axul5nFjKaUHtkv_SVJZZ86yUuUOiTA2Emp-IMV-NIIw41ySOh_w4Kn1TDGxPay0dV0p_ty-jXj-rioUGLy_XOBvllL0O0Un8Ffd0ni8ixzIheqhGOe-j2qfhavGQ23Yklc&u=aHR0cHMlM2ElMmYlMmZtb25pdG9yLmx1bmlvLmFpJTJmdjMuMCUyZnRlbXBsYXRlJTNmYWNjaWQlM2QxNjg5NiUyNnVybGRlY29kZSUzZDElMjZrdyUzZHNlY3VyZSUyNTIwYXBpJTI2bXQlM2RwJTI2bnclM2RvJTI2Y3BuJTNkNDI4MzI5MjQwJTI2ZGV2aSUzZGMlMjZkZXZtJTNkJTI2bG9jcCUzZDE1NTE1NiUyNmxvY2klM2QlMjZwbCUzZCUyNmNyJTNkJTI2YWRwJTNkJTI2c2FkdCUzZCUyNnVybCUzZGh0dHBzJTI1M0ElMjUyRiUyNTJGd3d3LmRhdGFkb2docS5jb20lMjUyRmRnJTI1MkZzZWN1cml0eSUyNTJGc2VjdXJlLWFwaS1hY2Nlc3MlMjUyRiUyNTNGdXRtX3NvdXJjZSUyNTNEYmluZyUyNTI2dXRtX21lZGl1bSUyNTNEcGFpZC1zZWFyY2glMjUyNnV0bV9jYW1wYWlnbiUyNTNEZGctc2VjdXJpdHktbmEtYXBpYWNjZXNzJTI1MjZ1dG1fa2V5d29yZCUyNTNEc2VjdXJlJTI1MjUyMGFwaSUyNTI2dXRtX21hdGNodHlwZSUyNTNEcCUyNTI2aWdhYWclMjUzRDEzMTA2MTgyMzA5OTA0OTQlMjUyNmlnYWF0JTI1M0QlMjUyNmlnYWNtJTI1M0Q0MjgzMjkyNDAlMjUyNmlnYWNyJTI1M0QlMjUyNmlnYWt3JTI1M0RzZWN1cmUlMjUyNTIwYXBpJTI1MjZpZ2FtdCUyNTNEcCUyNTI2aWdhbnQlMjUzRG8lMjUyNnV0bV9jYW1wYWlnbmlkJTI1M0Q0MjgzMjkyNDAlMjUyNnV0bV9hZGdyb3VwaWQlMjUzRDEzMTA2MTgyMzA5OTA0OTQlMjZtc2Nsa2lkJTNkZmNlYWE5ZjM0MzU2MWE0Zjc3NDhjMzQzYTc0MDU1NWI&rlid=fceaa9f343561a4f7748c343a740555b | https://www.bing.com/aclick?ld=e8FEhUlnTiAksQw2a3fD82aDVUCUz711gT2a2ZobkAj9VY0DuMf4AHfTnuBOTCwrbjrT4cJDXwPX8yJnNBjVv8ZxaZ1k09UFJedxavxNsy1N7Q7KiQVMRaaXINDbVvU6uVPBfLzdslYkx6px478nzK5HzgnDgXMtJhb1HfKuVEn2jD_g5upWBC98sARlrX_QgRecYba4jnVhZmPsLhCgDYFEaJPrY&u=aHR0cHMlM2ElMmYlMmZ3d3cuZ3Jhdml0ZWUuaW8lMmZwbGF0Zm9ybSUyZmFwaS1nYXRld2F5JTNmaHN0a19jcmVhdGl2ZSUzZCUyNmhzdGtfY2FtcGFpZ24lM2Q1NzA4OTM5MTUlMjZoc3RrX25ldHdvcmslM2Rnb29nbGVBZHMlMjZ1dG1faWQlM2Q1NzA4OTM5MTUlMjZoc2FfYWNjJTNkNDAwNjI4NDc5NCUyNmhzYV9jYW0lM2Q1NzA4OTM5MTUlMjZoc2FfZ3JwJTNkMTE4MDg3NzU5NjIyMzAxNiUyNmhzYV9hZCUzZCUyNmhzYV9zcmMlM2RvJTI2aHNhX3RndCUzZGt3ZC03MzgwNTMyMzI5OTgwOSUzYWxvYy05MCUyNmhzYV9rdyUzZGFwaSUyNTIwZ2F0ZXdheSUyNmhzYV9tdCUzZHAlMjZoc2FfbmV0JTNkYWR3b3JkcyUyNmhzYV92ZXIlM2QzJTI2bXNjbGtpZCUzZGNlODM5N2Y4YjkxMTE2ZTI1M2JiZmQ0ODVkMDdjYTg1JTI2dXRtX3NvdXJjZSUzZGJpbmclMjZ1dG1fbWVkaXVtJTNkY3BjJTI2dXRtX2NhbXBhaWduJTNkU00lMjUyMCUyNTdDJTI1MjBNU0ElMjUyMCUyNTdDJTI1MjBBUEFDJTI1MjAlMjU3QyUyNTIwSW5kaWElMjUyMCUyNTI2JTI1MjBVQUUlMjUyMCUyNTdDJTI1MjBBUElNJTI1MjAtUCUyNnV0bV90ZXJtJTNkYXBpJTI1MjBnYXRld2F5JTI2dXRtX2NvbnRlbnQlM2RHYXRld2F5&rlid=ce8397f8b91116e253bbfd485d07ca85 | https://developer.vonage.com/en/getting-started/concepts/authentication | https://developer.vonage.com/en/home | https://developer.vonage.com/en/documentation,Unverified,
31,"Marketing, Ads, Email and Social",Google Ads,developers.google.com/google-ads,"Advertising platform with APIs for campaigns, accounts, targeting, reporting, conversions, and management.","OAuth2, token",Self-serve,"REST, SDK",Broad,Unknown,Partial,A developer token is required in addition to OAuth2; production access is controlled by developer-token access level.,https://developers.google.com/google-ads/api/rest/auth,Low,https://developers.google.com/google-ads/api/rest/auth,Verified,Manually/document verified against official source.
32,"Marketing, Ads, Email and Social",Meta Ads,developers.facebook.com/docs/marketing-apis,Meta Ads Marketing API provides ad performance data and insights for Meta advertising campaigns.,token,Self-serve,REST,Broad,Yes,Yes,None,https://developers.facebook.com/documentation/ads-commerce/ads-ai-connectors/ads-mcp-server/ads-mcp-server-overview/,High,https://developers.facebook.com/documentation/ads-commerce/marketing-api/insights/ | https://developers.facebook.com/social-technologies/ads-monetization/ | https://developers.facebook.com/documentation/ads-commerce/ads-ai-connectors/ads-mcp-server/ads-mcp-server-get-started/ | https://www.bing.com/aclick?ld=e8dvrnQkIlUjd6UgE7lt8d5zVUCUz1O7SKUVe5chDiHGA0-jEYlZ3CGhz1YjAJlhf0Snbj5v-2I17sfzUFa9pZ9vuz2AbI8DRrfxWy65r2qnpiiUeNNMN8mrjYJ7qJ68na-G04cSWWZLM2m8Ad9WMGAVfDb3clLzQ0RkOPkH_Z64exJkT4C4eVusVzY2qSbVajiYLhdwTGwF6pqE4nLfQ7aap7PtA&u=aHR0cHMlM2ElMmYlMmZ3d3cuZ3Jhdml0ZWUuaW8lMmZwbGF0Zm9ybSUyZmFwaS1kZXZlbG9wZXItcG9ydGFsJTNmaHN0a19jcmVhdGl2ZSUzZCUyNmhzdGtfY2FtcGFpZ24lM2Q1NzA4OTM5MTUlMjZoc3RrX25ldHdvcmslM2Rnb29nbGVBZHMlMjZ1dG1faWQlM2Q1NzA4OTM5MTUlMjZoc2FfYWNjJTNkNDAwNjI4NDc5NCUyNmhzYV9jYW0lM2Q1NzA4OTM5MTUlMjZoc2FfZ3JwJTNkMTE3OTc3ODA4NDY2NjI3OSUyNmhzYV9hZCUzZCUyNmhzYV9zcmMlM2RvJTI2aHNhX3RndCUzZGt3ZC03MzczNjYwNDM2MjkyNyUzYWxvYy05MCUyNmhzYV9rdyUzZGFwaSUyNTIwZGV2ZWxvcGVyJTI1MjBwb3J0YWwlMjZoc2FfbXQlM2RwJTI2aHNhX25ldCUzZGFkd29yZHMlMjZoc2FfdmVyJTNkMyUyNm1zY2xraWQlM2RhYTc3NGNlMTRkOTgxOTExMTg1ZjI2NTFhOWVjMGZhZSUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV9jYW1wYWlnbiUzZFNNJTI1MjAlMjU3QyUyNTIwTVNBJTI1MjAlMjU3QyUyNTIwQVBBQyUyNTIwJTI1N0MlMjUyMEluZGlhJTI1MjAlMjUyNiUyNTIwVUFFJTI1MjAlMjU3QyUyNTIwQVBJTSUyNTIwLVAlMjZ1dG1fdGVybSUzZGFwaSUyNTIwZGV2ZWxvcGVyJTI1MjBwb3J0YWwlMjZ1dG1fY29udGVudCUzZERldmVsb3BtZW50JTI1MjBQb3J0YWw&rlid=aa774ce14d981911185f2651a9ec0fae | https://developers.facebook.com/documentation/ads-commerce/marketing-api/get-started/authentication/,Unverified,
33,"Marketing, Ads, Email and Social",LinkedIn Ads,learn.microsoft.com/linkedin/marketing,"Advertising and marketing APIs for campaigns, creatives, targeting, analytics, and lead-related workflows.",OAuth2,Partner/Sales gated,REST,Broad,Unknown,Partial,Most Marketing API products/permissions require explicit access approval.,https://learn.microsoft.com/en-us/linkedin/marketing/integrations/marketing-integrations-overview,Low,https://learn.microsoft.com/en-us/linkedin/marketing/integrations/marketing-integrations-overview,Verified,Manually/document verified against official source.
34,"Marketing, Ads, Email and Social",GoHighLevel,highlevel.stoplight.io,Unknown,OAuth2,Unknown,REST,Unknown,Unknown,Unknown,Unknown,https://marketplace.gohighlevel.com/docs/oauth/Overview,Low,https://highlevel.stoplight.io/docs/integrations/58c3f52f8d8da-snapshot-put-schema | https://highlevel.stoplight.io/docs/integrations/2c4b8966e7a22-location-tags-successful-response-dto | https://highlevel.stoplight.io/docs/integrations/589da6aaa3b7e-get-templates-successful-response-dto,Unverified,
35,"Marketing, Ads, Email and Social",Mailchimp,mailchimp.com/developer,"Mailchimp is a marketing platform that allows users to create, send, and track email and transactional campaigns.","OAuth2, API key",Self-serve,REST,Broad,Yes,Yes,None,https://mailchimp.com/developer/marketing/guides/authentication/,High,https://mailchimp.com/developer/marketing/guides/authentication/ | https://mailchimp.com/developer/marketing/api/ | https://mailchimp.com/developer/marketing/docs/fundamentals/ | https://mailchimp.com/developer/portal/ | https://mailchimp.com/help/about-api-keys/,Unverified,
36,"Marketing, Ads, Email and Social",Klaviyo,developers.klaviyo.com,"Klaviyo is a marketing platform that provides APIs for email, SMS, and other customer engagement services.","OAuth2, API key, token",Unknown,REST,Unknown,Unknown,Yes,"Legacy v1/v2 APIs scheduled to retire on June 30, 2024",https://developers.klaviyo.com/en/reference/api_overview,Medium,https://developers.klaviyo.com/en/reference/api_overview | https://developers.klaviyo.com/ | https://developers.klaviyo.com/en/v1-2/reference/api-overview,Unverified,
37,"Marketing, Ads, Email and Social",systeme.io,systeme.io,"A marketing platform that lets users build and manage funnels, email campaigns, and other business processes.",API key,Self-serve,REST,Unknown,Yes,Yes,None,https://help.systeme.io/article/2323-how-to-use-systeme-io-public-api,Medium,https://help.systeme.io/article/2323-how-to-use-systeme-io-public-api | https://help.systeme.io/ | https://systeme.io/help | https://systeme.io/mcp | https://help.systeme.io/article/9489-how-to-use-systeme-ios-mcp,Unverified,
38,"Marketing, Ads, Email and Social",Pinterest,developers.pinterest.com,"Pinterest API for Shopping allows you to create and manage your product catalogs on Pinterest as well as create, manage and report on shopping ads.",Unknown,Trial,REST,Unknown,Unknown,Partial,Lack of clear authentication method and limited documentation on API endpoints,https://developers.pinterest.com/,Medium,https://developers.pinterest.com/ | https://developers.pinterest.com/docs/getting-started/authentication/ | https://developers.pinterest.com/docs/api-basics/,Unverified,
39,"Marketing, Ads, Email and Social",Threads (Meta),developers.facebook.com/docs/threads,"The Threads API enables developers to create, publish, retrieve media and profiles, moderate replies, and access insights for Threads content.",Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,https://developers.facebook.com/documentation/threads/,Low,https://developers.facebook.com/documentation/threads/ | https://developers.facebook.com/documentation/threads.md/ | https://developers.facebook.com/documentation/threads/overview/ | https://developers.facebook.com/social-technologies/threads-api/ | https://developers.facebook.com/documentation/mcp/,Unverified,
40,"Marketing, Ads, Email and Social",SendGrid,sendgrid.com,SendGrid Email API and SMTP service for delivery at scale.,API key,Self-serve,REST,Unknown,Unknown,Unknown,Unknown,https://app.sendgrid.com/docs/API_Reference,Medium,https://support.sendgrid.com/hc/en-us | https://sendgrid.com/en-us | https://app.sendgrid.com/docs/API_Reference,Unverified,
41,Ecommerce,Shopify,shopify.dev,"Commerce platform whose APIs let apps manage store/admin data, storefront experiences, and commerce workflows.","OAuth2, token",Self-serve,"GraphQL, REST, Webhooks",Broad,Unknown,Yes,Merchant authorization and access scopes; some public-app review/onboarding requirements apply.,https://shopify.dev/docs/api/usage/authentication,Low,https://shopify.dev/docs/api/usage/authentication,Verified,Manually/document verified against official source.
42,Ecommerce,WooCommerce,woocommerce.com/document/woocommerce-rest-api,"WooCommerce provides a REST API to create, read, update, and delete store data via JSON requests.",API key,Self-serve,REST,Broad,Unknown,Yes,None,https://woocommerce.com/document/woocommerce-rest-api/,High,https://developer.woocommerce.com/docs/apis/rest-api/authentication/ | https://developer.woocommerce.com/docs/apis/rest-api/ | https://woocommerce.com/document/woocommerce-rest-api/,Unverified,
43,Ecommerce,BigCommerce,developer.bigcommerce.com,"Ecommerce platform with APIs for store, catalog, orders, customers, storefront, and related commerce resources.","OAuth2, token",Self-serve,"REST, GraphQL, Webhooks",Broad,Unknown,Yes,Store/admin authorization and OAuth scopes.,https://docs.bigcommerce.com/developer/docs/overview/api-fundamentals/api-accounts,Low,https://docs.bigcommerce.com/developer/docs/overview/api-fundamentals/api-accounts,Verified,Manually/document verified against official source.
44,Ecommerce,Salesforce Commerce Cloud,developer.salesforce.com/docs/commerce,"Salesforce Commerce Cloud provides B2B/D2C and B2C e-commerce solutions with advanced order, account management, personalization, and integration capabilities.",Unknown,Unknown,REST,Broad,Yes,Yes,None,https://developer.salesforce.com/docs/commerce/b2c-commerce/overview,Medium,https://developer.salesforce.com/developer-centers/commerce-cloud | https://developer.salesforce.com/docs/commerce/commerce-api/references/users | https://developer.salesforce.com/docs/commerce/commerce-api/references/roles | https://developer.salesforce.com/docs/commerce/commerce-api/overview | https://developer.salesforce.com/docs/commerce/b2c-commerce/overview,Unverified,
45,Ecommerce,Magento (Adobe Commerce),developer.adobe.com/commerce,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Low,,Unverified,
46,Ecommerce,Squarespace,developers.squarespace.com,Build and publish apps on the Squarespace Developer Platform.,OAuth2,Self-serve,"REST, Webhooks",Unknown,Yes,Yes,None,https://developers.squarespace.com/commerce-apis/oauth,High,https://developers.squarespace.com/ | https://developers.squarespace.com/commerce-apis/authentication-and-permissions | https://developers.squarespace.com/commerce-apis/oauth,Unverified,
47,Ecommerce,Ecwid,api-docs.ecwid.com,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Low,,Unverified,
48,Ecommerce,Gumroad,gumroad.com/api,"Provides an OAuth 2.0 API to manage products, offer codes, variants, custom fields, and view user information and sales.",OAuth2,Self-serve,REST,Moderate,Yes,Yes,None,https://gumroad.com/api,High,https://gumroad.com/api | https://gumroad.com/help/article/280-create-application-api | https://help.gumroad.com/api | https://www.bing.com/aclick?ld=e8jOPvjiR0c_7wRDQU230XIzVUCUxUtNu1wbM-cn-mcjhACxBU2EcQugqapA-Sa8KqKSuiSy0P7A29WNelaGzsz6jwR9ln4PzR-bSOd1uUcXdjAtDesOU5qhNE8K0VKYCoqF0M17Q3yN5Ds2NpRg6MzhkSrqBsiQdMH72wETagnvjHjLv5J239-Dz4HaXWa9FTrkpdd69WMD4m_wvPGUqhnMlZTRs&u=aHR0cHMlM2ElMmYlMmZ3d3cuZ3Jhdml0ZWUuaW8lMmZwbGF0Zm9ybSUyZmFwaS1kZXZlbG9wZXItcG9ydGFsJTNmaHN0a19jcmVhdGl2ZSUzZCUyNmhzdGtfY2FtcGFpZ24lM2Q1NzA4OTM5MTUlMjZoc3RrX25ldHdvcmslM2Rnb29nbGVBZHMlMjZ1dG1faWQlM2Q1NzA4OTM5MTUlMjZoc2FfYWNjJTNkNDAwNjI4NDc5NCUyNmhzYV9jYW0lM2Q1NzA4OTM5MTUlMjZoc2FfZ3JwJTNkMTE3OTc3ODA4NDY2NjI3OSUyNmhzYV9hZCUzZCUyNmhzYV9zcmMlM2RvJTI2aHNhX3RndCUzZGt3ZC03MzczNjYwNDM2MjkyNyUzYWxvYy05MCUyNmhzYV9rdyUzZGFwaSUyNTIwZGV2ZWxvcGVyJTI1MjBwb3J0YWwlMjZoc2FfbXQlM2RwJTI2aHNhX25ldCUzZGFkd29yZHMlMjZoc2FfdmVyJTNkMyUyNm1zY2xraWQlM2RkOGZmZDY2MWU5ZmQxZmU3NmI2OGJjZDEwZTRjMzVjNyUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV9jYW1wYWlnbiUzZFNNJTI1MjAlMjU3QyUyNTIwTVNBJTI1MjAlMjU3QyUyNTIwQVBBQyUyNTIwJTI1N0MlMjUyMEluZGlhJTI1MjAlMjUyNiUyNTIwVUFFJTI1MjAlMjU3QyUyNTIwQVBJTSUyNTIwLVAlMjZ1dG1fdGVybSUzZGFwaSUyNTIwZGV2ZWxvcGVyJTI1MjBwb3J0YWwlMjZ1dG1fY29udGVudCUzZERldmVsb3BtZW50JTI1MjBQb3J0YWw&rlid=d8ffd661e9fd1fe76b68bcd10e4c35c7 | https://credentials.gumroad.com/,Unverified,
